     199       2 -0.29902023D+01 -0.64379327D+00  0.30605497D+01  0.23284325D+02  0.10048589D+03  0.96437037D+02
     199       5  0.58152841D+00 -0.29920613D+01  0.30513816D+01  0.23311929D+02  0.79105067D+02  0.79554576D+02
     200       5 -0.17550533D+01 -0.39740354D+00  0.20885783D+01  0.78816764D+02  0.11372548D+03  0.63963351D+02
     201       2  0.81189881D+00 -0.14426332D+01  0.17425766D+01  0.87629345D+02  0.59739622D+02  0.47924340D+02
     201       6  0.10255086D+01 -0.13355276D+01  0.17675369D+01  0.87601179D+02  0.62488092D+02  0.80912499D+02
     201       7 -0.22314708D+00  0.16277427D+01  0.17635584D+01  0.87723446D+02  0.96207467D+02  0.57239533D+02
     202       3 -0.51233821D+00  0.28354609D+01  0.29758091D+01  0.78934814D+02  0.10858635D+03  0.82726602D+02
     202       4  0.17277399D+01  0.23914909D+01  0.30387148D+01  0.78942476D+02  0.68714087D+02  0.92451398D+02
     206       4  0.21849877D+01 -0.26020668D+01  0.34932946D+01  0.39985054D+02  0.71956163D+02  0.88441144D+02
     210       2 -0.27808285D+01 -0.16406257D+01  0.32597351D+01  0.20567506D+02  0.76543377D+02  0.76528811D+02
     210       3  0.26174434D+01 -0.19988299D+01  0.33108006D+01  0.20685236D+02  0.10309253D+03  0.98016809D+02
     210       5 -0.24149587D+01  0.22324260D+01  0.32944873D+01  0.20592171D+02  0.10411092D+03  0.93623021D+02
     210       7  0.33214487D+01 -0.88590809D+00  0.34456302D+01  0.21013864D+02  0.76003402D+02  0.70412439D+02
     212       2  0.19314423D+01  0.80635584D+00  0.21110767D+01  0.97147732D+02  0.79298931D+02  0.67987752D+02
     212       3  0.25669569D+00  0.20321770D+01  0.20618752D+01  0.97251613D+02  0.10226710D+03  0.10128274D+03
     212       5 -0.16421053D+01 -0.10523158D+01  0.20275570D+01  0.97117951D+02  0.84704564D+02  0.10869773D+03
     212       7  0.18122459D+01 -0.10971098D+01  0.21252774D+01  0.97427974D+02  0.10283223D+03  0.92087409D+02
     218       2 -0.25318896D+01  0.48461112D+00  0.26016105D+01  0.55664627D+02  0.76922608D+02  0.83192368D+02
     218       3 -0.20586573D+01  0.20374313D+01  0.29087835D+01  0.55837715D+02  0.76743546D+02  0.73341679D+02
     218       4  0.35621578D+00  0.29710568D+01  0.30026403D+01  0.55859951D+02  0.77532440D+02  0.76771665D+02
     218       6  0.26066022D+01  0.13318893D+01  0.29359328D+01  0.55686745D+02  0.10391157D+03  0.10954109D+03
     218       7  0.22869306D+01 -0.16633867D+01  0.28434108D+01  0.56256656D+02  0.10059291D+03  0.11350448D+03
     226       2  0.15279132D+00  0.11318544D+01  0.16518458D+01  0.34970548D+02  0.66576670D+02  0.13478179D+03
     227       2  0.20028272D+01 -0.21550097D+01  0.29535180D+01  0.57467562D+02  0.10985058D+03  0.10174343D+03
     227       3 -0.22125367D+01 -0.15662751D+01  0.27405870D+01  0.57684099D+02  0.72433996D+02  0.74389140D+02
     227       4  0.30919153D+01  0.71676893D+00  0.31754848D+01  0.57724006D+02  0.74024534D+02  0.78587972D+02
     227       5 -0.28025182D+01 -0.23841472D+00  0.28127027D+01  0.57490878D+02  0.11563540D+03  0.11685118D+03
     227       7  0.23403010D+01 -0.19036410D+01  0.31145804D+01  0.58224555D+02  0.75926226D+02  0.95499453D+02
     232       3 -0.15086298D+01  0.25156237D+01  0.29974591D+01  0.55215460D+02  0.95923132D+02  0.81398660D+02
     232       6 -0.30274652D+01 -0.89281285D+00  0.32114410D+01  0.55027763D+02  0.10744419D+03  0.90166882D+02
     232       7 -0.17215994D+01 -0.22911314D+01  0.31514217D+01  0.55808996D+02  0.10769932D+03  0.13658318D+03
     239       2 -0.17241814D+01 -0.15182070D+00  0.18088200D+01  0.85466917D+02  0.80658819D+02  0.54536741D+02
     239       3 -0.26952929D-01 -0.16861910D+01  0.17046488D+01  0.85526494D+02  0.90050595D+02  0.11429244D+03
     239       5  0.13878968D+01  0.12576224D+01  0.19517516D+01  0.85440676D+02  0.98362210D+02  0.71345286D+02
     240       6 -0.24618362D+01  0.20718664D+01  0.32176517D+01  0.79367619D+02  0.92059954D+02  0.87934261D+02
     242       3 -0.27494204D+01 -0.16049399D+01  0.32223599D+01  0.32298044D+02  0.37333559D+02  0.45907272D+02
     242       6 -0.21795699D+01  0.23287193D+01  0.31922231D+01  0.32152231D+02  0.14445977D+03  0.13534370D+03
     243       4 -0.22990656D+00  0.30691066D+01  0.30787535D+01  0.35111654D+02  0.24956551D+02  0.24914793D+02
     243       7 -0.35371828D+00  0.28849244D+01  0.30688228D+01  0.35259862D+02  0.15642463D+03  0.11949265D+03
     246       2 -0.26008447D+01  0.10001082D+01  0.28283969D+01  0.70981737D+02  0.87057481D+02  0.94661722D+02
     246       3 -0.40177128D+00 -0.31652013D+01  0.32368862D+01  0.71319093D+02  0.80367795D+02  0.75811875D+02
     246       4  0.20291298D+01 -0.25116730D+01  0.32328151D+01  0.71377760D+02  0.77185322D+02  0.77028434D+02
     246       6 -0.28016652D+01 -0.32184959D+00  0.28470520D+01  0.71130914D+02  0.81997970D+02  0.70750963D+02
     246       7 -0.13414651D+01  0.30159161D+01  0.33120917D+01  0.72218683D+02  0.10017673D+03  0.10291341D+03
     250       4 -0.23664222D+01  0.12327892D+01  0.29576357D+01  0.39526170D+02  0.11319955D+03  0.10786951D+03
     250       7 -0.26117136D+01  0.19803813D+00  0.27799354D+01  0.39652529D+02  0.13186677D+03  0.12605114D+03
     253       2 -0.17580662D+01 -0.16840238D+01  0.26175220D+01  0.98014831D+02  0.95335311D+02  0.57080704D+02
     253       3 -0.14136342D+01  0.19725734D+01  0.26386439D+01  0.98226392D+02  0.71063816D+02  0.97308296D+02
     253       4 -0.23114738D+01  0.26380962D+00  0.25158283D+01  0.98226191D+02  0.10390292D+03  0.11246603D+03
     260       2  0.93237193D+00  0.19919337D+01  0.24743679D+01  0.64651038D+02  0.53337428D+02  0.14360373D+02
     260       3 -0.12508801D+01 -0.19465911D+01  0.23448794D+01  0.64723005D+02  0.13595871D+03  0.15555299D+03
     264       2 -0.18824904D+01 -0.22239144D+01  0.30101263D+01  0.48634395D+02  0.12087931D+03  0.98421421D+02
     265       2  0.15084010D+01  0.23838967D+01  0.28289953D+01  0.81708551D+02  0.74954896D+02  0.78287632D+02
     265       4  0.26867540D+01 -0.29723295D-01  0.27698165D+01  0.81903284D+02  0.87826199D+02  0.67816742D+02
     265       5  0.23222181D+01 -0.15047580D+01  0.27683651D+01  0.81697300D+02  0.10466109D+03  0.10183120D+03
     267       5  0.14870303D+00 -0.25238406D+01  0.25369748D+01  0.88783892D+02  0.10923468D+03  0.99777356D+02
     267       7  0.19589141D+01 -0.14594197D+01  0.24935926D+01  0.89311484D+02  0.64127288D+02  0.76203416D+02
     269       3  0.12221892D+01 -0.17442724D+01  0.22812958D+01  0.62286062D+02  0.71532495D+02  0.78229387D+02
     269       5  0.18363455D+01  0.15603796D+01  0.24121884D+01  0.62176297D+02  0.11647216D+03  0.11915579D+03
     269       6  0.97743649D+00 -0.20025946D+01  0.22602847D+01  0.62170010D+02  0.61730030D+02  0.56574866D+02
     269       7 -0.22035073D+01  0.24012401D+00  0.22199266D+01  0.62414192D+02  0.12118139D+03  0.11953790D+03
     279       2  0.23337187D+01  0.13622490D+01  0.27171819D+01  0.70462985D+02  0.53728522D+02  0.65724721D+02
     279       6  0.50591374D+00  0.24587985D+01  0.28212256D+01  0.70433390D+02  0.71318104D+02  0.83023341D+02
     281       4  0.48374973D+00  0.36095142D+01  0.36418553D+01  0.36776054D+02  0.11178112D+03  0.11372310D+03
     285       4  0.36111459D-01 -0.21798736D+01  0.24059838D+01  0.98408219D+02  0.94591523D+02  0.12288627D+03
     285       6  0.83215375D+00 -0.21039320D+01  0.23520642D+01  0.98223119D+02  0.11571421D+03  0.14991191D+03
     285       7  0.54461788D+00 -0.20676296D+01  0.25235250D+01  0.98673278D+02  0.71558743D+02  0.33043274D+02
     286       5 -0.13195658D+01  0.27573705D+01  0.30583997D+01  0.46728284D+02  0.75190349D+02  0.74920334D+02
     290       3  0.19750801D+01 -0.21728110D+01  0.30585378D+01  0.37495461D+02  0.67700275D+02  0.89043053D+02
     296       7  0.21039645D+01  0.13480734D+01  0.25468936D+01  0.92656077D+02  0.99184331D+02  0.99749119D+02
     298       2  0.15851421D+01 -0.29227509D+01  0.33258562D+01  0.37422674D+02  0.76448859D+02  0.78047820D+02
     298       6 -0.30147611D+01  0.14917698D+01  0.33751799D+01  0.37569277D+02  0.79991680D+02  0.84569151D+02
     299       4 -0.27588097D+01 -0.64029454D+00  0.29177421D+01  0.83149222D+02  0.65502359D+02  0.76925479D+02
     299       5 -0.34689898D+00 -0.26253504D+01  0.26975534D+01  0.82894941D+02  0.11203928D+03  0.13510922D+03
     299       6  0.19661244D+01  0.23066296D+01  0.30556424D+01  0.82895756D+02  0.11576029D+03  0.12647174D+03
     299       7 -0.18364910D+01  0.18996625D+01  0.26979379D+01  0.83596712D+02  0.11645101D+03  0.12728744D+03
     303       5 -0.16209159D+01  0.12862711D+01  0.20984342D+01  0.70097549D+02  0.68819446D+02  0.76003664D+02
     303       6  0.25468921D+00  0.20595292D+01  0.21555272D+01  0.70091311D+02  0.74351105D+02  0.91585784D+02
     303       7  0.18328567D+01  0.78309137D+00  0.20631601D+01  0.70277897D+02  0.81694413D+02  0.73211333D+02
     312       3  0.93847480D+00  0.31290888D+01  0.32923482D+01  0.32310231D+02  0.77914036D+02  0.65704920D+02
     313       2 -0.22429826D+00 -0.28394766D+01  0.29300621D+01  0.89823670D+02  0.81580600D+02  0.96619057D+02
     316       2  0.15846697D+00 -0.24714614D+01  0.30222604D+01  0.49324868D+02  0.47357218D+02  0.36199454D+02
     318       2 -0.13280056D+01  0.14824019D+01  0.19914425D+01  0.45902364D+02  0.11010701D+03  0.11558644D+03
     318       5  0.54173337D+00  0.19153998D+01  0.20328389D+01  0.45888393D+02  0.10317066D+03  0.81342443D+02
     318       6  0.10769295D+01 -0.15000664D+01  0.18713877D+01  0.45886715D+02  0.88633359D+02  0.73832322D+02
     330       3  0.11848332D+01 -0.20029569D+01  0.23272437D+01  0.24348994D+02  0.11190243D+03  0.10324771D+03
     330       4  0.15011959D+01  0.18927413D+01  0.24240906D+01  0.24348005D+02  0.67030108D+02  0.57375059D+02
     333       5 -0.23248861D+01  0.15144632D+01  0.27875565D+01  0.53375043D+02  0.75504515D+02  0.69601515D+02
     333       6  0.21872175D+01  0.20952079D+01  0.30321718D+01  0.53393186D+02  0.10218118D+03  0.10520784D+03
     337       2 -0.28161467D+01  0.29810578D+00  0.28325750D+01  0.46145803D+02  0.88701410D+02  0.90224388D+02
     343       4  0.28480130D+01  0.82577707D+00  0.29679213D+01  0.71514171D+02  0.10336405D+03  0.10538632D+03
     343       6 -0.18587236D+01  0.23337289D+01  0.29908767D+01  0.71286447D+02  0.77784504D+02  0.73621257D+02
     344       4  0.36099883D+00 -0.19404066D+01  0.22366516D+01  0.60071059D+02  0.13651958D+03  0.14270460D+03
     344       7 -0.12166337D+01  0.12170993D+01  0.24928723D+01  0.60139518D+02  0.54469332D+02  0.42299041D+02
     345       2 -0.20958640D+01  0.20378055D+01  0.29929660D+01  0.24351174D+02  0.46287345D+02  0.66874211D+02
     351       3  0.29445264D+01  0.56535064D+00  0.30354003D+01  0.78530206D+02  0.66692879D+02  0.53119927D+02
     356       2 -0.22821585D+00 -0.17656195D+01  0.20267821D+01  0.54049547D+02  0.64360507D+02  0.87561462D+02
     356       4 -0.18325355D+01 -0.32955586D+00  0.19130233D+01  0.54078909D+02  0.58127427D+02  0.33120356D+02
     359       4 -0.63159646D+00  0.28487416D+01  0.30481403D+01  0.25480243D+02  0.48640980D+02  0.26247849D+02
     361       2  0.13529859D+01  0.81871615D+00  0.18530360D+01  0.34481717D+02  0.74242106D+02  0.74817994D+02
     361       4  0.99162671D+00 -0.13877323D+01  0.18515169D+01  0.34495066D+02  0.51643859D+02  0.73523384D+02
     361       6 -0.11319454D+01 -0.10711438D+01  0.17308261D+01  0.34472718D+02  0.60690981D+02  0.89422872D+02
     366       4 -0.63428033D+00 -0.17334257D+01  0.18468309D+01  0.24095945D+02  0.79922932D+02  0.75362529D+02
     369       5 -0.94619038D+00 -0.15861866D+01  0.20620765D+01  0.99626170D+02  0.93879852D+02  0.59330523D+02
     369       6  0.18063205D+01  0.10023967D+01  0.22106318D+01  0.99615760D+02  0.78974601D+02  0.11692577D+03
     369       7 -0.18542243D+01  0.62180109D+00  0.21580165D+01  0.99918018D+02  0.99248519D+02  0.56579558D+02
     370       2  0.10075495D+01  0.26729467D+01  0.28970306D+01  0.35585243D+02  0.56977175D+02  0.46735890D+02
     374       6 -0.15472358D+00 -0.19418581D+01  0.20217666D+01  0.59010875D+02  0.95326803D+02  0.10615286D+03
     376       3  0.35849016D+01  0.17155941D+00  0.36049588D+01  0.65796483D+02  0.10141982D+03  0.10285223D+03
