a+b
    2015       3      12       3      16

L = 2.00
alpha0 (deg) / E (MeV) / j0, sigma (cm2.sr.s.MeV)^-1
                 26.00                   34.00                   42.00                   58.00
       3.6    2.12e+00    0.00e+00    0.00e+00    0.00e+00    8.66e-01    0.00e+00    0.00e+00    0.00e+00
      10.8    1.22e+00    4.11e-01    1.94e-01    1.65e-02    2.60e-01    1.45e-01    1.12e-01    1.65e-02
      18.0    2.18e+00    1.50e+00    1.07e+00    5.39e-01    2.42e-01    1.99e-01    1.71e-01    1.27e-01
      25.2    5.43e+00    3.92e+00    3.18e+00    1.50e+00    3.55e-01    3.09e-01    2.69e-01    1.92e-01
      32.4    1.07e+01    7.20e+00    6.22e+00    3.76e+00    4.40e-01    3.59e-01    3.31e-01    2.64e-01
      39.6    1.56e+01    7.98e+00    6.28e+00    4.86e+00    5.99e-01    4.30e-01    3.84e-01    3.36e-01
      46.8    2.49e+01    1.03e+01    7.80e+00    5.03e+00    8.88e-01    5.71e-01    4.88e-01    3.97e-01
      54.0    4.87e+01    1.40e+01    7.58e+00    6.75e+00    1.45e+00    7.75e-01    5.68e-01    5.34e-01
      61.2    1.01e+02    1.74e+01    1.01e+01    6.11e+00    2.40e+00    9.94e-01    7.45e-01    5.82e-01
      68.4    1.84e+02    3.04e+01    1.29e+01    9.54e+00    4.74e+00    1.94e+00    1.24e+00    1.07e+00
      75.6    3.18e+02    3.89e+01    1.61e+01    1.16e+01    8.34e+00    2.91e+00    1.86e+00    1.60e+00
      82.8    4.27e+02    4.56e+01    1.45e+01    1.55e+01    1.63e+01    5.34e+00    3.02e+00    3.10e+00
      90.0    4.93e+02    5.51e+01    2.61e+01    4.22e+00    3.35e+01    1.12e+01    7.86e+00    2.98e+00
      97.2    3.87e+02    5.54e+01    1.92e+01    8.51e+00    1.55e+01    5.88e+00    3.45e+00    2.28e+00
     104.4    3.17e+02    3.32e+01    2.25e+01    9.50e+00    8.45e+00    2.75e+00    2.26e+00    1.47e+00
     111.6    1.88e+02    2.98e+01    1.38e+01    7.20e+00    4.78e+00    1.89e+00    1.27e+00    9.07e-01
     118.8    1.03e+02    2.07e+01    1.12e+01    8.26e+00    2.42e+00    1.09e+00    7.99e-01    6.88e-01
     126.0    4.98e+01    1.33e+01    8.77e+00    6.62e+00    1.47e+00    7.45e-01    6.11e-01    5.37e-01
     133.2    2.55e+01    1.04e+01    7.30e+00    6.04e+00    8.79e-01    5.49e-01    4.67e-01    4.21e-01
     140.4    1.53e+01    8.30e+00    6.38e+00    4.47e+00    5.75e-01    4.20e-01    3.67e-01    3.03e-01
     147.6    9.92e+00    6.41e+00    5.63e+00    3.75e+00    3.94e-01    3.13e-01    3.01e-01    2.44e-01
     154.8    6.09e+00    4.18e+00    2.45e+00    1.89e+00    3.57e-01    2.92e-01    2.23e-01    2.01e-01
     162.0    2.01e+00    1.65e+00    1.27e+00    4.84e-01    2.15e-01    1.97e-01    1.76e-01    1.06e-01
     169.2    1.06e+00    5.31e-01    1.43e-01    4.61e-02    2.21e-01    1.60e-01    8.23e-02    4.61e-02
